id_commune;id_election;id_candidat;inscrits;abstentions;votants;blancs;nuls;exprimes;pct_abs_ins;pct_vot_ins;pct_blancs_ins;pct_blancs_vot;pct_nuls_ins;pct_nuls_vot;pct_exprimes_ins;pct_exprimes_vot;voix;pct_voix_ins;pct_voix_exprimes;date_integration_gold
69-141;2017_T1;CAND_003;4468;710;3758;55;14;3689;15.89;84.11;1.23;1.46;0.31;0.37;82.56;98.16;16;0.36;0.43;2026-03-24T19:55:58.226396
69-141;2017_T1;CAND_005;4468;710;3758;55;14;3689;15.89;84.11;1.23;1.46;0.31;0.37;82.56;98.16;26;0.58;0.7;2026-03-24T19:55:58.226396
69-141;2017_T1;CAND_016;4468;710;3758;55;14;3689;15.89;84.11;1.23;1.46;0.31;0.37;82.56;98.16;9;0.2;0.24;2026-03-24T19:55:58.226396
69-141;2017_T1;CAND_008;4468;710;3758;55;14;3689;15.89;84.11;1.23;1.46;0.31;0.37;82.56;98.16;32;0.72;0.87;2026-03-24T19:55:58.226396
69-141;2017_T1;CAND_010;4468;710;3758;55;14;3689;15.89;84.11;1.23;1.46;0.31;0.37;82.56;98.16;675;15.11;18.3;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_006;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;124;3.14;4.32;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_013;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;37;0.94;1.29;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_014;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;727;18.42;25.33;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_002;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;459;11.63;15.99;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_001;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;734;18.6;25.57;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_015;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;171;4.33;5.96;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_003;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;20;0.51;0.7;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_005;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;27;0.68;0.94;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_016;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;4;0.1;0.14;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_008;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;25;0.63;0.87;2026-03-24T19:55:58.226396
69-142;2017_T1;CAND_010;3947;1024;2923;40;13;2870;25.94;74.06;1.01;1.37;0.33;0.44;72.71;98.19;542;13.73;18.89;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_006;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;159;3.34;4.43;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_013;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;60;1.26;1.67;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_014;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;735;15.46;20.5;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_002;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;602;12.66;16.79;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_001;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;980;20.61;27.33;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_015;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;238;5.01;6.64;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_003;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;22;0.46;0.61;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_005;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;38;0.8;1.06;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_016;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;4;0.08;0.11;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_008;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;26;0.55;0.73;2026-03-24T19:55:58.226396
69-143;2017_T1;CAND_010;4755;1083;3672;69;17;3586;22.78;77.22;1.45;1.88;0.36;0.46;75.42;97.66;722;15.18;20.13;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_006;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;31;5.15;6.29;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_013;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;5;0.83;1.01;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_014;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;126;20.93;25.56;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_002;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;128;21.26;25.96;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_001;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;104;17.28;21.1;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_015;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;23;3.82;4.67;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_003;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;1;0.17;0.2;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_005;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;10;1.66;2.03;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_016;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;3;0.5;0.61;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_008;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;7;1.16;1.42;2026-03-24T19:55:58.226396
69-145;2017_T1;CAND_010;602;103;499;4;2;493;17.11;82.89;0.66;0.8;0.33;0.4;81.89;98.8;55;9.14;11.16;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_006;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;41;6.4;7.82;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_013;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;2;0.31;0.38;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_014;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;132;20.59;25.19;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_002;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;139;21.68;26.53;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_001;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;103;16.07;19.66;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_015;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;30;4.68;5.73;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_003;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;2;0.31;0.38;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_005;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;7;1.09;1.34;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_016;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;0;0.0;0.0;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_008;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;4;0.62;0.76;2026-03-24T19:55:58.226396
69-147;2017_T1;CAND_010;641;104;537;11;2;524;16.22;83.78;1.72;2.05;0.31;0.37;81.75;97.58;64;9.98;12.21;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_006;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;68;3.77;4.44;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_013;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;16;0.89;1.04;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_014;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;380;21.09;24.8;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_002;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;283;15.7;18.47;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_001;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;432;23.97;28.2;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_015;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;100;5.55;6.53;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_003;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;10;0.55;0.65;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_005;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;9;0.5;0.59;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_016;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;0;0.0;0.0;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_008;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;10;0.55;0.65;2026-03-24T19:55:58.226396
69-148;2017_T1;CAND_010;1802;249;1553;17;4;1532;13.82;86.18;0.94;1.09;0.22;0.26;85.02;98.65;224;12.43;14.62;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_006;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;556;3.28;4.32;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_013;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;132;0.78;1.02;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_014;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;2328;13.74;18.07;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_002;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;1942;11.46;15.07;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_001;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;3460;20.43;26.85;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_015;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;1130;6.67;8.77;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_003;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;97;0.57;0.75;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_005;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;116;0.68;0.9;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_016;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;23;0.14;0.18;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_008;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;109;0.64;0.85;2026-03-24T19:55:58.226396
69-149;2017_T1;CAND_010;16940;3809;13131;187;59;12885;22.49;77.51;1.1;1.42;0.35;0.45;76.06;98.13;2992;17.66;23.22;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_006;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;10;4.13;4.76;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_013;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;5;2.07;2.38;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_014;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;54;22.31;25.71;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_002;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;52;21.49;24.76;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_001;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;42;17.36;20.0;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_015;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;9;3.72;4.29;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_003;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;2;0.83;0.95;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_005;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;1;0.41;0.48;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_016;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;0;0.0;0.0;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_008;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;3;1.24;1.43;2026-03-24T19:55:58.226396
69-150;2017_T1;CAND_010;242;27;215;4;1;210;11.16;88.84;1.65;1.86;0.41;0.47;86.78;97.67;32;13.22;15.24;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_006;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;58;5.58;6.54;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_013;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;6;0.58;0.68;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_014;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;206;19.81;23.22;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_002;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;275;26.44;31.0;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_001;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;156;15.0;17.59;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_015;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;49;4.71;5.52;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_003;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;6;0.58;0.68;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_005;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;9;0.87;1.01;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_016;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;0;0.0;0.0;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_008;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;12;1.15;1.35;2026-03-24T19:55:58.226396
69-151;2017_T1;CAND_010;1040;134;906;16;3;887;12.88;87.12;1.54;1.77;0.29;0.33;85.29;97.9;110;10.58;12.4;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_006;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;198;3.09;4.6;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_013;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;59;0.92;1.37;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_014;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;581;9.06;13.5;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_002;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;808;12.6;18.77;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_001;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;972;15.16;22.58;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_015;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;262;4.09;6.09;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_003;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;26;0.41;0.6;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_005;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;47;0.73;1.09;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_016;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;7;0.11;0.16;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_008;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;37;0.58;0.86;2026-03-24T19:55:58.226396
69-152;2017_T1;CAND_010;6412;1999;4413;81;28;4304;31.18;68.82;1.26;1.84;0.44;0.63;67.12;97.53;1307;20.38;30.37;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_006;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;22;2.82;3.33;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_013;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;1;0.13;0.15;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_014;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;247;31.67;37.42;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_002;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;77;9.87;11.67;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_001;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;196;25.13;29.7;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_015;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;38;4.87;5.76;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_003;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;0;0.0;0.0;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_005;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;5;0.64;0.76;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_016;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;1;0.13;0.15;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_008;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;8;1.03;1.21;2026-03-24T19:55:58.226396
69-153;2017_T1;CAND_010;780;104;676;11;5;660;13.33;86.67;1.41;1.63;0.64;0.74;84.62;97.63;65;8.33;9.85;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_006;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;88;5.57;6.4;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_013;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;4;0.25;0.29;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_014;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;410;25.95;29.82;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_002;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;274;17.34;19.93;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_001;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;334;21.14;24.29;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_015;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;64;4.05;4.65;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_003;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;4;0.25;0.29;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_005;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;11;0.7;0.8;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_016;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;0;0.0;0.0;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_008;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;20;1.27;1.45;2026-03-24T19:55:58.226396
69-154;2017_T1;CAND_010;1580;177;1403;22;6;1375;11.2;88.8;1.39;1.57;0.38;0.43;87.03;98.0;166;10.51;12.07;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_006;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;75;8.66;10.39;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_013;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;3;0.35;0.42;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_014;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;163;18.82;22.58;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_002;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;120;13.86;16.62;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_001;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;199;22.98;27.56;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_015;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;31;3.58;4.29;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_003;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;2;0.23;0.28;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_005;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;7;0.81;0.97;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_016;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;0;0.0;0.0;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_008;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;7;0.81;0.97;2026-03-24T19:55:58.226396
69-155;2017_T1;CAND_010;866;124;742;16;4;722;14.32;85.68;1.85;2.16;0.46;0.54;83.37;97.3;115;13.28;15.93;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_006;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;65;3.49;4.08;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_013;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;15;0.81;0.94;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_014;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;529;28.43;33.17;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_002;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;228;12.25;14.29;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_001;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;486;26.11;30.47;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_015;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;78;4.19;4.89;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_003;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;7;0.38;0.44;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_005;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;12;0.64;0.75;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_016;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;1;0.05;0.06;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_008;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;10;0.54;0.63;2026-03-24T19:55:58.226396
69-156;2017_T1;CAND_010;1861;241;1620;18;7;1595;12.95;87.05;0.97;1.11;0.38;0.43;85.71;98.46;164;8.81;10.28;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_006;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;105;5.19;6.89;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_013;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;6;0.3;0.39;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_014;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;341;16.84;22.39;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_002;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;389;19.21;25.54;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_001;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;345;17.04;22.65;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_015;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;62;3.06;4.07;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_003;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;14;0.69;0.92;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_005;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;13;0.64;0.85;2026-03-24T19:55:58.226396
69-157;2017_T1;CAND_016;2025;464;1561;31;7;1523;22.91;77.09;1.53;1.99;0.35;0.45;75.21;97.57;4;0.2;0.26;2026-03-24T19:55:58.226396
