Libellé de la commune;Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Voix_1;Voix_2;N°Panneau_1;Sexe_1;Nom_1;Prénom_1;N°Panneau_2;Sexe_2;Nom_2;Prénom_2;% Abs/Ins;% Vot/Ins;% Blancs/Ins;% Blancs/Vot;% Nuls/Ins;% Nuls/Vot;% Exp/Ins;% Exp/Vot;% Voix/Ins_1;% Voix/Exp_1;% Voix/Ins_2;% Voix/Exp_2;extraction_source_url;ingestion_timestamp;source_file_name
Sainte-Paule;69;Rhône;08;8ème circonscription;261.0;50.0;211.0;28.0;9.0;174.0;113.0;61.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.16;80.84;10.73;13.27;3.45;4.27;66.67;82.46;43.3;64.94;23.37;35.06;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Salles-Arbuissonnas-en-Beaujolais;69;Rhône;09;9ème circonscription;587.0;94.0;493.0;61.0;5.0;427.0;251.0;176.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.01;83.99;10.39;12.37;0.85;1.01;72.74;86.61;42.76;58.78;29.98;41.22;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sarcey;69;Rhône;08;8ème circonscription;723.0;120.0;603.0;78.0;8.0;517.0;304.0;213.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.6;83.4;10.79;12.94;1.11;1.33;71.51;85.74;42.05;58.8;29.46;41.2;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sathonay-Camp;69;Rhône;07;7ème circonscription;3776.0;1028.0;2748.0;235.0;61.0;2452.0;1494.0;958.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;27.22;72.78;6.22;8.55;1.62;2.22;64.94;89.23;39.57;60.93;25.37;39.07;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sathonay-Village;69;Rhône;07;7ème circonscription;1860.0;336.0;1524.0;121.0;24.0;1379.0;995.0;384.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.06;81.94;6.51;7.94;1.29;1.57;74.14;90.49;53.49;72.15;20.65;27.85;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Savigny;69;Rhône;08;8ème circonscription;1536.0;212.0;1324.0;135.0;26.0;1163.0;729.0;434.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;13.8;86.2;8.79;10.2;1.69;1.96;75.72;87.84;47.46;62.68;28.26;37.32;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Simandres;69;Rhône;11;11ème circonscription;1232.0;227.0;1005.0;95.0;30.0;880.0;515.0;365.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.43;81.57;7.71;9.45;2.44;2.99;71.43;87.56;41.8;58.52;29.63;41.48;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Solaize;69;Rhône;14;14ème circonscription;2136.0;419.0;1717.0;170.0;31.0;1516.0;965.0;551.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.62;80.38;7.96;9.9;1.45;1.81;70.97;88.29;45.18;63.65;25.8;36.35;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Soucieu-en-Jarrest;69;Rhône;11;11ème circonscription;3319.0;742.0;2577.0;252.0;63.0;2262.0;1568.0;694.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.36;77.64;7.59;9.78;1.9;2.44;68.15;87.78;47.24;69.32;20.91;30.68;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sourcieux-les-Mines;69;Rhône;08;8ème circonscription;1446.0;242.0;1204.0;104.0;17.0;1083.0;730.0;353.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.74;83.26;7.19;8.64;1.18;1.41;74.9;89.95;50.48;67.41;24.41;32.59;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Souzy;69;Rhône;10;10ème circonscription;544.0;78.0;466.0;44.0;14.0;408.0;200.0;208.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;14.34;85.66;8.09;9.44;2.57;3.0;75.0;87.55;36.76;49.02;38.24;50.98;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Sérézin-du-Rhône;69;Rhône;11;11ème circonscription;1974.0;439.0;1535.0;123.0;31.0;1381.0;898.0;483.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.24;77.76;6.23;8.01;1.57;2.02;69.96;89.97;45.49;65.03;24.47;34.97;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Taluyers;69;Rhône;11;11ème circonscription;1812.0;343.0;1469.0;116.0;33.0;1320.0;873.0;447.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.93;81.07;6.4;7.9;1.82;2.25;72.85;89.86;48.18;66.14;24.67;33.86;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Taponas;69;Rhône;09;9ème circonscription;687.0;132.0;555.0;60.0;11.0;484.0;236.0;248.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.21;80.79;8.73;10.81;1.6;1.98;70.45;87.21;34.35;48.76;36.1;51.24;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Tarare;69;Rhône;08;8ème circonscription;6559.0;1940.0;4619.0;428.0;128.0;4063.0;2533.0;1530.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;29.58;70.42;6.53;9.27;1.95;2.77;61.95;87.96;38.62;62.34;23.33;37.66;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Tassin-la-Demi-Lune;69;Rhône;12;12ème circonscription;14088.0;3035.0;11053.0;929.0;259.0;9865.0;7602.0;2263.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.54;78.46;6.59;8.4;1.84;2.34;70.02;89.25;53.96;77.06;16.06;22.94;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Ternand;69;Rhône;08;8ème circonscription;544.0;91.0;453.0;43.0;11.0;399.0;244.0;155.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.73;83.27;7.9;9.49;2.02;2.43;73.35;88.08;44.85;61.15;28.49;38.85;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Ternay;69;Rhône;11;11ème circonscription;3697.0;786.0;2911.0;240.0;54.0;2617.0;1701.0;916.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.26;78.74;6.49;8.24;1.46;1.86;70.79;89.9;46.01;65.0;24.78;35.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Theizé;69;Rhône;08;8ème circonscription;981.0;204.0;777.0;92.0;17.0;668.0;468.0;200.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.8;79.2;9.38;11.84;1.73;2.19;68.09;85.97;47.71;70.06;20.39;29.94;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Thizy-Les-Bourgs;69;Rhône;08;8ème circonscription;3919.0;823.0;3096.0;282.0;88.0;2726.0;1538.0;1188.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.0;79.0;7.2;9.11;2.25;2.84;69.56;88.05;39.24;56.42;30.31;43.58;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Thurins;69;Rhône;10;10ème circonscription;2178.0;363.0;1815.0;157.0;28.0;1630.0;1063.0;567.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.67;83.33;7.21;8.65;1.29;1.54;74.84;89.81;48.81;65.21;26.03;34.79;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Toussieu;69;Rhône;11;11ème circonscription;2118.0;375.0;1743.0;177.0;39.0;1527.0;911.0;616.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.71;82.29;8.36;10.15;1.84;2.24;72.1;87.61;43.01;59.66;29.08;40.34;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Trades;69;Rhône;09;9ème circonscription;99.0;12.0;87.0;9.0;2.0;76.0;34.0;42.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;12.12;87.88;9.09;10.34;2.02;2.3;76.77;87.36;34.34;44.74;42.42;55.26;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Trèves;69;Rhône;11;11ème circonscription;587.0;134.0;453.0;56.0;12.0;385.0;243.0;142.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.83;77.17;9.54;12.36;2.04;2.65;65.59;84.99;41.4;63.12;24.19;36.88;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Tupin-et-Semons;69;Rhône;11;11ème circonscription;496.0;112.0;384.0;28.0;13.0;343.0;218.0;125.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.58;77.42;5.65;7.29;2.62;3.39;69.15;89.32;43.95;63.56;25.2;36.44;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Val d'Oingt;69;Rhône;08;8ème circonscription;3077.0;603.0;2474.0;253.0;42.0;2179.0;1474.0;705.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.6;80.4;8.22;10.23;1.36;1.7;70.82;88.08;47.9;67.65;22.91;32.35;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Valsonne;69;Rhône;08;8ème circonscription;588.0;120.0;468.0;51.0;15.0;402.0;213.0;189.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.41;79.59;8.67;10.9;2.55;3.21;68.37;85.9;36.22;52.99;32.14;47.01;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vaugneray;69;Rhône;10;10ème circonscription;4160.0;774.0;3386.0;307.0;68.0;3011.0;2072.0;939.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.61;81.39;7.38;9.07;1.63;2.01;72.38;88.92;49.81;68.81;22.57;31.19;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vaulx-en-Velin;69;Rhône;07;7ème circonscription;23048.0;9947.0;13101.0;825.0;282.0;11994.0;9107.0;2887.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;43.16;56.84;3.58;6.3;1.22;2.15;52.04;91.55;39.51;75.93;12.53;24.07;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vaux-en-Beaujolais;69;Rhône;09;9ème circonscription;799.0;144.0;655.0;52.0;7.0;596.0;336.0;260.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.02;81.98;6.51;7.94;0.88;1.07;74.59;90.99;42.05;56.38;32.54;43.62;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vauxrenard;69;Rhône;09;9ème circonscription;266.0;58.0;208.0;24.0;4.0;180.0;108.0;72.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.8;78.2;9.02;11.54;1.5;1.92;67.67;86.54;40.6;60.0;27.07;40.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vernaison;69;Rhône;12;12ème circonscription;3167.0;727.0;2440.0;204.0;47.0;2189.0;1605.0;584.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.96;77.04;6.44;8.36;1.48;1.93;69.12;89.71;50.68;73.32;18.44;26.68;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vernay;69;Rhône;09;9ème circonscription;54.0;10.0;44.0;1.0;5.0;38.0;26.0;12.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.52;81.48;1.85;2.27;9.26;11.36;70.37;86.36;48.15;68.42;22.22;31.58;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Ville-sur-Jarnioux;69;Rhône;08;8ème circonscription;638.0;125.0;513.0;46.0;9.0;458.0;298.0;160.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.59;80.41;7.21;8.97;1.41;1.75;71.79;89.28;46.71;65.07;25.08;34.93;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Villechenève;69;Rhône;10;10ème circonscription;651.0;149.0;502.0;55.0;7.0;440.0;237.0;203.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.89;77.11;8.45;10.96;1.08;1.39;67.59;87.65;36.41;53.86;31.18;46.14;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Villefranche-sur-Saône;69;Rhône;09;9ème circonscription;19764.0;6089.0;13675.0;1067.0;357.0;12251.0;8208.0;4043.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;30.81;69.19;5.4;7.8;1.81;2.61;61.99;89.59;41.53;67.0;20.46;33.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Villeurbanne;69;Rhône;06;6ème circonscription;82376.0;24568.0;57808.0;4214.0;1107.0;52487.0;41729.0;10758.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;29.82;70.18;5.12;7.29;1.34;1.91;63.72;90.8;50.66;79.5;13.06;20.5;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Villié-Morgon;69;Rhône;09;9ème circonscription;1691.0;341.0;1350.0;126.0;27.0;1197.0;716.0;481.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.17;79.83;7.45;9.33;1.6;2.0;70.79;88.67;42.34;59.82;28.44;40.18;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vourles;69;Rhône;10;10ème circonscription;2811.0;568.0;2243.0;164.0;40.0;2039.0;1479.0;560.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.21;79.79;5.83;7.31;1.42;1.78;72.54;90.91;52.61;72.54;19.92;27.46;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Vénissieux;69;Rhône;14;14ème circonscription;30671.0;11196.0;19475.0;1497.0;560.0;17418.0;12929.0;4489.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;36.5;63.5;4.88;7.69;1.83;2.88;56.79;89.44;42.15;74.23;14.64;25.77;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Yzeron;69;Rhône;10;10ème circonscription;759.0;146.0;613.0;59.0;8.0;546.0;361.0;185.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.24;80.76;7.77;9.62;1.05;1.31;71.94;89.07;47.56;66.12;24.37;33.88;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
